time_s,y_mm
2.325000,162.819673
2.333333,162.851252
2.341667,162.876700
2.350000,162.904005
2.358333,162.932982
2.366667,162.949292
2.375000,162.974464
2.383333,163.002892
2.391667,163.018202
2.400000,163.041333
2.408333,163.066666
2.416667,163.094276
2.425000,163.110784
2.433333,163.137922
2.441667,163.145593
2.450000,163.180678
2.458333,163.192527
2.466667,163.206341
2.475000,163.221597
2.483333,163.244783
2.491667,163.272505
2.500000,163.297053
2.508333,163.303726
2.516667,163.329934
2.525000,163.358861
2.533333,163.386627
2.541667,163.401552
2.550000,163.421059
2.558333,163.444387
2.566667,163.460120
2.575000,163.480557
2.583333,163.492388
2.591667,163.520918
2.600000,163.549274
2.608333,163.577550
2.616667,163.612985
2.625000,163.640893
2.633333,163.680383
2.641667,163.689672
2.650000,163.713570
2.658333,163.749278
2.666667,163.774085
2.675000,163.807398
2.683333,163.839508
2.691667,163.854621
2.700000,163.885871
2.708333,163.910133
2.716667,163.917735
2.725000,163.942754
2.733333,163.960183
2.741667,163.986206
2.750000,163.999095
2.758333,164.009850
2.766667,164.017916
2.775000,164.044035
2.783333,164.056208
2.791667,164.077569
2.800000,164.103804
2.808333,164.120646
2.816667,164.119729
2.825000,164.150174
2.833333,164.156820
2.841667,164.179757
2.850000,164.203569
2.858333,164.223584
2.866667,164.253167
2.875000,164.268533
2.883333,164.276135
2.891667,164.301085
2.900000,164.321359
2.908333,164.345320
2.916667,164.359322
2.925000,164.373306
2.933333,164.385001
2.941667,164.398254
2.950000,164.414593
2.958333,164.441521
2.966667,164.463320
2.975000,164.499064
2.983333,164.506666
2.991667,164.515459
3.000000,164.524253
3.008333,164.516517
3.016667,164.513216
3.025000,164.530931
3.033333,164.538623
3.041667,164.541577
3.050000,164.543313
3.058333,164.536538
3.066667,164.542314
3.075000,164.555072
3.083333,164.574872
3.091667,164.579110
3.100000,164.590875
3.108333,164.601049
3.116667,164.598180
3.125000,164.611196
3.133333,164.637290
3.141667,164.647664
3.150000,164.660658
3.158333,164.662106
3.166667,164.665443
3.175000,164.655392
3.183333,164.669893
3.191667,164.682910
3.200000,164.709090
3.208333,164.714873
3.216667,164.717631
3.225000,164.722439
3.233333,164.718733
3.241667,164.718128
3.250000,164.739577
3.258333,164.759788
3.266667,164.767207
3.275000,164.782323
3.283333,164.777718
3.291667,164.776038
3.300000,164.791497
3.308333,164.800578
3.316667,164.809874
3.325000,164.830338
3.333333,164.847292
3.341667,164.859877
3.350000,164.854840
3.358333,164.878933
3.366667,164.871287
3.375000,164.897206
3.383333,164.908986
3.391667,164.926409
3.400000,164.938161
3.408333,164.944821
3.416667,164.961714
3.425000,164.994458
3.433333,165.019223
3.441667,165.051697
3.450000,165.074484
3.458333,165.091015
3.466667,165.112976
3.475000,165.140842
3.483333,165.157167
3.491667,165.188465
3.500000,165.210648
3.508333,165.234648
3.516667,165.232505
3.525000,165.251278
3.533333,165.261437
3.541667,165.267146
3.550000,165.282572
3.558333,165.286065
3.566667,165.298833
3.575000,165.304855
3.583333,165.310237
3.591667,165.330600
3.600000,165.344332
3.608333,165.366906
3.616667,165.369617
3.625000,165.380815
3.633333,165.378545
3.641667,165.397230
3.650000,165.389111
3.658333,165.395059
3.666667,165.414310
3.675000,165.426007
3.683333,165.438890
3.691667,165.442083
3.700000,165.450804
3.708333,165.457353
3.716667,165.484726
3.725000,165.487932
3.733333,165.498827
3.741667,165.498566
3.750000,165.483929
3.758333,165.465695
3.766667,165.454998
3.775000,165.453337
3.783333,165.448520
3.791667,165.444233
3.800000,165.433653
3.808333,165.417246
3.816667,165.410322
3.825000,165.399707
3.833333,165.384188
3.841667,165.383669
3.850000,165.382353
3.858333,165.377270
3.866667,165.362220
3.875000,165.349609
3.883333,165.345100
3.891667,165.338872
3.900000,165.339940
3.908333,165.329970
3.916667,165.324765
3.925000,165.305098
3.933333,165.288464
3.941667,165.265757
3.950000,165.258982
3.958333,165.243640
3.966667,165.238225
3.975000,165.219245
3.983333,165.202301
3.991667,165.175649
4.000000,165.162318
4.008333,165.142668
4.016667,165.112739
4.025000,165.110908
4.033333,165.087358
4.041667,165.058331
4.050000,165.037834
4.058333,165.016030
4.066667,165.004768
4.075000,164.996295
4.083333,164.980906
4.091667,164.952238
4.100000,164.926817
4.108333,164.899736
4.116667,164.881672
4.125000,164.864385
4.133333,164.840040
4.141667,164.816140
4.150000,164.804148
4.158333,164.776591
4.166667,164.756946
4.175000,164.740962
4.183333,164.739573
4.191667,164.734478
4.200000,164.723068
4.208333,164.705248
4.216667,164.704890
4.225000,164.671426
4.233333,164.668482
4.241667,164.649146
4.250000,164.629223
4.258333,164.612971
4.266667,164.599865
4.275000,164.572452
4.283333,164.561240
4.291667,164.543094
4.300000,164.523381
4.308333,164.510598
4.316667,164.480691
4.325000,164.473585
4.333333,164.467036
4.341667,164.448708
4.350000,164.427990
4.358333,164.417206
4.366667,164.398400
4.375000,164.371241
4.383333,164.358158
4.391667,164.340273
4.400000,164.307911
4.408333,164.307888
4.416667,164.300018
4.425000,164.290312
4.433333,164.272110
4.441667,164.260271
4.450000,164.245884
4.458333,164.219979
4.466667,164.207445
4.475000,164.176564
4.483333,164.150618
4.491667,164.130178
4.500000,164.102770
4.508333,164.072425
4.516667,164.039836
4.525000,164.011764
4.533333,163.998037
4.541667,163.985752
4.550000,163.967841
4.558333,163.950239
4.566667,163.941850
4.575000,163.920202
4.583333,163.901815
4.591667,163.891328
4.600000,163.878245
4.608333,163.872133
4.616667,163.861038
4.625000,163.850798
4.633333,163.845061
4.641667,163.824939
4.650000,163.803887
4.658333,163.799038
4.666667,163.778010
4.675000,163.774185
4.683333,163.769282
4.691667,163.748425
4.700000,163.738624
4.708333,163.718867
4.716667,163.698242
4.725000,163.693926
4.733333,163.690118
4.741667,163.670110
4.750000,163.658827
4.758333,163.640187
4.766667,163.637812
4.775000,163.621226
4.783333,163.607553
4.791667,163.594014
4.800000,163.596893
4.808333,163.578201
4.816667,163.576425
4.825000,163.550834
4.833333,163.532703
4.841667,163.513479
4.850000,163.489593
4.858333,163.497921
4.866667,163.488398
4.875000,163.481094
4.883333,163.476986
4.891667,163.460371
4.900000,163.452466
4.908333,163.449634
4.916667,163.450785
4.925000,163.456297
4.933333,163.456599
4.941667,163.463476
4.950000,163.448088
4.958333,163.444485
4.966667,163.440733
4.975000,163.434442
4.983333,163.428906
4.991667,163.415738
5.000000,163.413171
5.008333,163.415897
5.016667,163.401532
5.025000,163.392812
5.033333,163.382177
5.041667,163.350832
5.050000,163.348777
5.058333,163.347126
5.066667,163.353476
5.075000,163.341471
5.083333,163.337816
5.091667,163.320006
5.100000,163.314577
5.108333,163.293781
5.116667,163.291692
5.125000,163.293221
5.133333,163.300056
5.141667,163.292253
5.150000,163.275630
5.158333,163.268397
5.166667,163.243207
5.175000,163.241740
5.183333,163.232086
5.191667,163.234241
5.200000,163.225808
5.208333,163.222071
5.216667,163.216144
5.225000,163.220908
5.233333,163.195577
5.241667,163.193516
5.250000,163.184075
5.258333,163.153729
